txn_id,user_id,account_id,merchant_id,amount,txn_type,category,subcategory,raw_description,clean_description,payment_mode,user_verified,is_recurring,confidence_score,balance_after_txn,txn_timestamp,cat_method,source_type,is_anomalous,anomaly_score,user_verified_category,location,recurring_group_id,ml_metadata
42,1,1,2,105.63,debit,Food & Dining,Restaurant,ZOMATO* ORDER 9876543 09092025 TXN863934,zomato food order,Card,false,false,0.8655,155728.12,2025-09-09T09:37:00Z,sentence_transformer,csv_import,false,0.1155,false,"Navi Mumbai, MH",,"{""month"": 9, ""day_of_week"": 1, ""hour"": 9, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 155728.12, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -2.3273, ""daily_txn_freq"": 4.15, ""avg_spend_per_category"": 306.61, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
43,1,1,1,428.35,debit,Food & Dining,Cafe,SWIGGY ORDER* 1234567 02092025 TXN854377,swiggy food order,UPI,false,false,0.8546,155299.77,2025-09-02T20:27:00Z,sentence_transformer,csv_import,false,0.149,false,"Thane, MH",,"{""month"": 9, ""day_of_week"": 1, ""hour"": 20, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 155299.77, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 0.7462, ""daily_txn_freq"": 3.18, ""avg_spend_per_category"": 372.87, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
44,1,1,2,419.77,debit,Food & Dining,Restaurant,ZOMATO* ORDER 9876543 04092025 TXN521947,zomato food order,Card,false,false,0.8832,154880.0,2025-09-04T20:57:00Z,rule_based,csv_import,false,0.1267,false,"Navi Mumbai, MH",,"{""month"": 9, ""day_of_week"": 3, ""hour"": 20, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 154880.0, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 0.6645, ""daily_txn_freq"": 3.33, ""avg_spend_per_category"": 333.08, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
45,1,1,24,281.64,debit,Food & Dining,Online Food Order,DOMINOS PIZZA ORDER 24092025 TXN418635,domino's pizza food order,Card,false,false,0.8315,154598.36,2025-09-24T09:39:00Z,ml_model,csv_import,false,0.1077,false,"Navi Mumbai, MH",,"{""month"": 9, ""day_of_week"": 2, ""hour"": 9, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 154598.36, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.651, ""daily_txn_freq"": 2.55, ""avg_spend_per_category"": 374.59, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
46,1,1,24,193.69,debit,Food & Dining,Cafe,DOMINOS PIZZA ORDER 17092025 TXN796101,domino's pizza food order,Card,false,false,0.814,154404.67,2025-09-17T14:50:00Z,rule_based,csv_import,false,0.0336,false,"Thane, MH",,"{""month"": 9, ""day_of_week"": 2, ""hour"": 14, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 154404.67, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -1.4887, ""daily_txn_freq"": 1.79, ""avg_spend_per_category"": 307.88, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
47,1,1,20,2579.27,debit,Groceries,Vegetables,RELIANCE FRESH STORE 12 02092025 TXN577538,reliance fresh grocery purchase,Card,false,false,0.9441,151825.4,2025-09-02T13:30:00Z,rule_based,csv_import,false,0.0918,false,"Thane, MH",,"{""month"": 9, ""day_of_week"": 1, ""hour"": 13, ""rolling_avg_spend"": 1200.0, ""category_volatility"": 0.21, ""balance_after_txn"": 151825.4, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 3.8313, ""daily_txn_freq"": 2.73, ""avg_spend_per_category"": 1077.11, ""spend_std_dev"": 336.0, ""expense_volatility"": 21.0, ""is_odd_hour"": 0}"
48,1,1,3,2379.58,debit,Groceries,Vegetables,BIGBASKET ONLINE GRC 21092025 TXN284430,bigbasket grocery purchase,NetBanking,false,false,0.8925,149445.82,2025-09-21T10:57:00Z,sentence_transformer,csv_import,false,0.0757,false,"Mumbai, MH",,"{""month"": 9, ""day_of_week"": 6, ""hour"": 10, ""rolling_avg_spend"": 1200.0, ""category_volatility"": 0.21, ""balance_after_txn"": 149445.82, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 3.2766, ""daily_txn_freq"": 2.6, ""avg_spend_per_category"": 1344.68, ""spend_std_dev"": 336.0, ""expense_volatility"": 21.0, ""is_odd_hour"": 0}"
49,1,1,20,1088.43,debit,Groceries,Household,RELIANCE FRESH STORE 12 22092025 TXN742412,reliance fresh grocery purchase,NetBanking,false,false,0.9449,148357.39,2025-09-22T18:35:00Z,tfidf_classifier,csv_import,false,0.1031,false,"Thane, MH",,"{""month"": 9, ""day_of_week"": 0, ""hour"": 18, ""rolling_avg_spend"": 1200.0, ""category_volatility"": 0.21, ""balance_after_txn"": 148357.39, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.3099, ""daily_txn_freq"": 4.14, ""avg_spend_per_category"": 1316.95, ""spend_std_dev"": 336.0, ""expense_volatility"": 21.0, ""is_odd_hour"": 0}"
50,1,1,8,4651.11,debit,Shopping,Clothing,AMAZON PAY SELLER SERVICES 15092025 TXN757193,amazon online shopping,Card,false,false,0.8312,143706.28,2025-09-15T15:48:00Z,sentence_transformer,csv_import,false,0.1233,false,"Navi Mumbai, MH",,"{""month"": 9, ""day_of_week"": 0, ""hour"": 15, ""rolling_avg_spend"": 1500.0, ""category_volatility"": 0.55, ""balance_after_txn"": 143706.28, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 7.0025, ""daily_txn_freq"": 1.82, ""avg_spend_per_category"": 1401.51, ""spend_std_dev"": 420.0, ""expense_volatility"": 55.0, ""is_odd_hour"": 0}"
51,1,1,8,1424.92,debit,Shopping,Home Decor,AMAZON PAY SELLER SERVICES 18092025 TXN324345,amazon online shopping,Card,false,false,0.8522,142281.36,2025-09-18T12:08:00Z,ml_model,csv_import,false,0.1133,false,"Navi Mumbai, MH",,"{""month"": 9, ""day_of_week"": 3, ""hour"": 12, ""rolling_avg_spend"": 1500.0, ""category_volatility"": 0.55, ""balance_after_txn"": 142281.36, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.1668, ""daily_txn_freq"": 2.46, ""avg_spend_per_category"": 1324.1, ""spend_std_dev"": 420.0, ""expense_volatility"": 55.0, ""is_odd_hour"": 0}"
52,1,1,22,5214.07,debit,Shopping,Home Decor,MYNTRA FASHION STORE 14092025 TXN498858,myntra online shopping,UPI,false,false,0.7909,137067.29,2025-09-14T17:57:00Z,ml_model,csv_import,true,0.8914,false,"Navi Mumbai, MH",,"{""month"": 9, ""day_of_week"": 6, ""hour"": 17, ""rolling_avg_spend"": 1500.0, ""category_volatility"": 0.55, ""balance_after_txn"": 137067.29, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 8.2535, ""daily_txn_freq"": 3.64, ""avg_spend_per_category"": 1712.07, ""spend_std_dev"": 420.0, ""expense_volatility"": 55.0, ""is_odd_hour"": 0}"
53,1,1,12,723.36,debit,Transport,Petrol,HPCL PETROL PUMP 4567 18092025 TXN330080,hpcl transport,Card,false,false,0.8767,136343.93,2025-09-18T20:51:00Z,sentence_transformer,csv_import,false,0.0667,false,"Dadar, MH",,"{""month"": 9, ""day_of_week"": 3, ""hour"": 20, ""rolling_avg_spend"": 400.0, ""category_volatility"": 0.38, ""balance_after_txn"": 136343.93, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 2.6947, ""daily_txn_freq"": 3.38, ""avg_spend_per_category"": 384.69, ""spend_std_dev"": 112.0, ""expense_volatility"": 38.0, ""is_odd_hour"": 0}"
54,1,1,10,785.54,debit,Transport,Metro,UBER INDIA TECH PVT LTD 06092025 TXN128276,uber transport,Card,false,false,0.8969,135558.39,2025-09-06T19:58:00Z,sentence_transformer,csv_import,false,0.0301,false,"Thane, MH",,"{""month"": 9, ""day_of_week"": 5, ""hour"": 19, ""rolling_avg_spend"": 400.0, ""category_volatility"": 0.38, ""balance_after_txn"": 135558.39, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 3.2128, ""daily_txn_freq"": 1.47, ""avg_spend_per_category"": 393.87, ""spend_std_dev"": 112.0, ""expense_volatility"": 38.0, ""is_odd_hour"": 0}"
55,1,1,11,208.75,debit,Transport,Petrol,OLA CABS PVT LTD BANGALORE 02092025 TXN453894,ola cabs transport,Card,false,false,0.8562,135349.64,2025-09-02T18:24:00Z,tfidf_classifier,csv_import,false,0.0503,false,"Mumbai, MH",,"{""month"": 9, ""day_of_week"": 1, ""hour"": 18, ""rolling_avg_spend"": 400.0, ""category_volatility"": 0.38, ""balance_after_txn"": 135349.64, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -1.5938, ""daily_txn_freq"": 2.65, ""avg_spend_per_category"": 439.84, ""spend_std_dev"": 112.0, ""expense_volatility"": 38.0, ""is_odd_hour"": 0}"
56,1,1,12,101.46,debit,Transport,Metro,HPCL PETROL PUMP 4567 02092025 TXN142213,hpcl transport,UPI,false,false,0.9434,135248.18,2025-09-02T18:14:00Z,rule_based,csv_import,false,0.1207,false,"Dadar, MH",,"{""month"": 9, ""day_of_week"": 1, ""hour"": 18, ""rolling_avg_spend"": 400.0, ""category_volatility"": 0.38, ""balance_after_txn"": 135248.18, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -2.4878, ""daily_txn_freq"": 1.53, ""avg_spend_per_category"": 340.2, ""spend_std_dev"": 112.0, ""expense_volatility"": 38.0, ""is_odd_hour"": 0}"
57,1,1,10,398.78,debit,Transport,Petrol,UBER INDIA TECH PVT LTD 22092025 TXN904150,uber transport,Card,false,false,0.8418,134849.4,2025-09-22T08:36:00Z,sentence_transformer,csv_import,false,0.1133,false,"Mumbai, MH",,"{""month"": 9, ""day_of_week"": 0, ""hour"": 8, ""rolling_avg_spend"": 400.0, ""category_volatility"": 0.38, ""balance_after_txn"": 134849.4, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.0102, ""daily_txn_freq"": 4.38, ""avg_spend_per_category"": 337.3, ""spend_std_dev"": 112.0, ""expense_volatility"": 38.0, ""is_odd_hour"": 0}"
58,1,1,12,731.02,debit,Transport,Petrol,HPCL PETROL PUMP 4567 01092025 TXN515922,hpcl transport,UPI,false,false,0.8299,134118.38,2025-09-01T18:36:00Z,rule_based,csv_import,false,0.0322,false,"Thane, MH",,"{""month"": 9, ""day_of_week"": 0, ""hour"": 18, ""rolling_avg_spend"": 400.0, ""category_volatility"": 0.38, ""balance_after_txn"": 134118.38, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 2.7585, ""daily_txn_freq"": 3.98, ""avg_spend_per_category"": 416.07, ""spend_std_dev"": 112.0, ""expense_volatility"": 38.0, ""is_odd_hour"": 0}"
59,1,1,10,310.4,debit,Transport,Petrol,UBER INDIA TECH PVT LTD 04092025 TXN793655,uber transport,Card,false,false,0.829,133807.98,2025-09-04T20:50:00Z,ml_model,csv_import,false,0.0215,false,"Thane, MH",,"{""month"": 9, ""day_of_week"": 3, ""hour"": 20, ""rolling_avg_spend"": 400.0, ""category_volatility"": 0.38, ""balance_after_txn"": 133807.98, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.7467, ""daily_txn_freq"": 3.88, ""avg_spend_per_category"": 336.89, ""spend_std_dev"": 112.0, ""expense_volatility"": 38.0, ""is_odd_hour"": 0}"
60,1,1,13,955.65,debit,Healthcare,Lab Test,APOLLO PHARMACY LTD 21092025 TXN647091,apollo pharmacy healthcare,NetBanking,false,false,0.8351,132852.33,2025-09-21T17:45:00Z,tfidf_classifier,csv_import,false,0.0997,false,"Mumbai, MH",,"{""month"": 9, ""day_of_week"": 6, ""hour"": 17, ""rolling_avg_spend"": 500.0, ""category_volatility"": 0.6, ""balance_after_txn"": 132852.33, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 3.0377, ""daily_txn_freq"": 3.89, ""avg_spend_per_category"": 518.49, ""spend_std_dev"": 140.0, ""expense_volatility"": 60.0, ""is_odd_hour"": 0}"
61,1,1,19,2555.82,debit,Travel,Hotel,MAKEMYTRIP ONLINE TRAVEL 17092025 PNR8164814926,makemytrip travel booking,Card,false,false,0.8137,130296.51,2025-09-17T10:17:00Z,ml_model,csv_import,false,0.1144,false,"Mumbai, MH",,"{""month"": 9, ""day_of_week"": 2, ""hour"": 10, ""rolling_avg_spend"": 3000.0, ""category_volatility"": 0.72, ""balance_after_txn"": 130296.51, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.4935, ""daily_txn_freq"": 2.71, ""avg_spend_per_category"": 2825.79, ""spend_std_dev"": 840.0, ""expense_volatility"": 72.0, ""is_odd_hour"": 0}"
62,1,1,17,15711.57,debit,Investments,Stock Purchase,ZERODHA BROKING LIMITED UPI 13092025 TXN389688,zerodha broking stock purchase,UPI,true,false,0.93,114584.94,2025-09-13T11:56:00Z,sentence_transformer,csv_import,false,0.0868,true,"Mumbai, MH",,"{""month"": 9, ""day_of_week"": 5, ""hour"": 11, ""rolling_avg_spend"": 5000.0, ""category_volatility"": 0.04, ""balance_after_txn"": 114584.94, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 7.141, ""daily_txn_freq"": 1.67, ""avg_spend_per_category"": 4482.71, ""spend_std_dev"": 1400.0, ""expense_volatility"": 4.0, ""is_odd_hour"": 0}"
63,1,1,21,14909.28,debit,Finance,Credit Card Bill,ICICI CREDIT CARD BILL PAYMENT SEP2025 REF682144,icici credit card bill payment monthly,NEFT,true,true,0.96,99675.66,2025-09-25T11:30:00Z,rule_based,csv_import,false,0.0655,true,"Mumbai, MH",RG-CCBILL-001,"{""month"": 9, ""day_of_week"": 3, ""hour"": 11, ""rolling_avg_spend"": 18000.0, ""category_volatility"": 0.05, ""balance_after_txn"": 99675.66, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.5724, ""daily_txn_freq"": 3.42, ""avg_spend_per_category"": 19050.5, ""spend_std_dev"": 5040.0, ""expense_volatility"": 5.0, ""is_odd_hour"": 0}"
64,1,1,24,670.75,debit,Shopping,Online Shopping,DOMINOS PIZZA ORDER 27092025 TXN796212,domino's pizza weekend purchase,Card,false,false,0.851,99004.91,2025-09-27T17:05:00Z,ml_model,csv_import,false,0.0853,false,"Juhu, MH",,"{""month"": 9, ""day_of_week"": 5, ""hour"": 17, ""rolling_avg_spend"": 1500.0, ""category_volatility"": 0.55, ""balance_after_txn"": 99004.91, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -1.8428, ""daily_txn_freq"": 2.93, ""avg_spend_per_category"": 1411.09, ""spend_std_dev"": 420.0, ""expense_volatility"": 55.0, ""is_odd_hour"": 0}"
65,1,1,24,691.76,debit,Shopping,Online Shopping,DOMINOS PIZZA ORDER 27092025 TXN225362,domino's pizza weekend purchase,UPI,false,false,0.8087,98313.15,2025-09-27T19:19:00Z,tfidf_classifier,csv_import,false,0.0659,false,"Juhu, MH",,"{""month"": 9, ""day_of_week"": 5, ""hour"": 19, ""rolling_avg_spend"": 1500.0, ""category_volatility"": 0.55, ""balance_after_txn"": 98313.15, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -1.7961, ""daily_txn_freq"": 4.42, ""avg_spend_per_category"": 1514.78, ""spend_std_dev"": 420.0, ""expense_volatility"": 55.0, ""is_odd_hour"": 0}"
66,1,1,9,846.18,debit,Entertainment,Movie Tickets,FLIPKART INTERNET PVT LTD 27092025 TXN416950,flipkart weekend purchase,UPI,false,false,0.8862,97466.97,2025-09-27T17:53:00Z,rule_based,csv_import,false,0.0657,false,"Mumbai, MH",,"{""month"": 9, ""day_of_week"": 5, ""hour"": 17, ""rolling_avg_spend"": 1500.0, ""category_volatility"": 0.55, ""balance_after_txn"": 97466.97, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -1.4529, ""daily_txn_freq"": 2.94, ""avg_spend_per_category"": 1618.45, ""spend_std_dev"": 420.0, ""expense_volatility"": 55.0, ""is_odd_hour"": 0}"
67,1,1,,120000.0,credit,Salary,Monthly Salary,SALARY CREDIT NEFT - TECHCORP INDIA - OCT2025 - REF232413,salary credit techcorp india monthly,NEFT,true,true,0.98,217466.97,2025-10-01T09:15:00Z,rule_based,csv_import,false,0.02,true,"Mumbai, MH",RG-SALARY-001,"{""month"": 10, ""day_of_week"": 2, ""hour"": 9, ""rolling_avg_spend"": 120000.0, ""category_volatility"": 0.01, ""balance_after_txn"": 217466.97, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 0.0, ""daily_txn_freq"": 3.23, ""avg_spend_per_category"": 132134.02, ""spend_std_dev"": 33600.0, ""expense_volatility"": 1.0, ""is_odd_hour"": 0}"
68,1,1,,22000.0,debit,Rent,Monthly Rent,NEFT TO LANDLORD RAJESH KUMAR - RENT OCT2025 - REF207570,rent payment landlord monthly,NEFT,true,true,0.97,195466.97,2025-10-02T10:00:00Z,rule_based,csv_import,false,0.03,true,"Mumbai, MH",RG-RENT-001,"{""month"": 10, ""day_of_week"": 3, ""hour"": 10, ""rolling_avg_spend"": 22000.0, ""category_volatility"": 0.0, ""balance_after_txn"": 195466.97, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 0.0, ""daily_txn_freq"": 4.05, ""avg_spend_per_category"": 22651.77, ""spend_std_dev"": 6160.0, ""expense_volatility"": 0.0, ""is_odd_hour"": 0}"
69,1,1,16,10000.0,debit,Investments,Mutual Fund SIP,SBI MUTUAL FUND SIP AUTO DEBIT - OCT2025 - FOLIO12345,sbi mutual fund sip auto debit monthly,Auto-Debit,true,true,0.97,185466.97,2025-10-05T10:30:00Z,rule_based,csv_import,false,0.02,true,"Mumbai, MH",RG-SIP-001,"{""month"": 10, ""day_of_week"": 6, ""hour"": 10, ""rolling_avg_spend"": 5000.0, ""category_volatility"": 0.04, ""balance_after_txn"": 185466.97, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 3.3333, ""daily_txn_freq"": 2.64, ""avg_spend_per_category"": 4880.94, ""spend_std_dev"": 1400.0, ""expense_volatility"": 4.0, ""is_odd_hour"": 0}"
70,1,1,5,599.0,debit,Utilities,Mobile Recharge,JIO PREPAID RECHARGE UPI 06102025 REF4093109,jio prepaid recharge monthly,UPI,false,true,0.95,184867.97,2025-10-06T11:00:00Z,rule_based,csv_import,false,0.04,false,"Mumbai, MH",RG-JIO-001,"{""month"": 10, ""day_of_week"": 0, ""hour"": 11, ""rolling_avg_spend"": 600.0, ""category_volatility"": 0.08, ""balance_after_txn"": 184867.97, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.0056, ""daily_txn_freq"": 4.38, ""avg_spend_per_category"": 540.59, ""spend_std_dev"": 168.0, ""expense_volatility"": 8.0, ""is_odd_hour"": 0}"
71,1,1,7,649.0,debit,Entertainment,Streaming,NETFLIX INDIA PVT LTD AUTO DEBIT 08102025,netflix india subscription monthly,Auto-Debit,false,true,0.96,184218.97,2025-10-08T14:00:00Z,rule_based,csv_import,false,0.03,false,"Mumbai, MH",RG-NETFLIX-001,"{""month"": 10, ""day_of_week"": 2, ""hour"": 14, ""rolling_avg_spend"": 300.0, ""category_volatility"": 0.35, ""balance_after_txn"": 184218.97, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 3.8778, ""daily_txn_freq"": 4.02, ""avg_spend_per_category"": 253.69, ""spend_std_dev"": 84.0, ""expense_volatility"": 35.0, ""is_odd_hour"": 0}"
72,1,1,6,999.0,debit,Utilities,Broadband,AIRTEL BROADBAND MONTHLY BILL OCT2025 REF168517,airtel broadband monthly bill,Auto-Debit,false,true,0.95,183219.97,2025-10-10T09:30:00Z,rule_based,csv_import,false,0.03,false,"Mumbai, MH",RG-AIRTEL-001,"{""month"": 10, ""day_of_week"": 4, ""hour"": 9, ""rolling_avg_spend"": 600.0, ""category_volatility"": 0.08, ""balance_after_txn"": 183219.97, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 2.2167, ""daily_txn_freq"": 2.4, ""avg_spend_per_category"": 497.78, ""spend_std_dev"": 168.0, ""expense_volatility"": 8.0, ""is_odd_hour"": 0}"
73,1,1,23,119.0,debit,Entertainment,Music Streaming,SPOTIFY INDIA MUSIC SUBSCRIPTION 12102025,spotify india music subscription,Auto-Debit,false,true,0.95,183100.97,2025-10-12T10:00:00Z,rule_based,csv_import,false,0.03,false,"Mumbai, MH",RG-SPOTIFY-001,"{""month"": 10, ""day_of_week"": 6, ""hour"": 10, ""rolling_avg_spend"": 300.0, ""category_volatility"": 0.35, ""balance_after_txn"": 183100.97, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -2.0111, ""daily_txn_freq"": 3.2, ""avg_spend_per_category"": 246.43, ""spend_std_dev"": 84.0, ""expense_volatility"": 35.0, ""is_odd_hour"": 0}"
74,1,1,1,745.93,debit,Food & Dining,Cafe,SWIGGY ORDER* 1234567 26102025 TXN725084,swiggy food order,UPI,false,false,0.9164,182355.04,2025-10-26T19:19:00Z,tfidf_classifier,csv_import,true,0.8258,false,"Navi Mumbai, MH",,"{""month"": 10, ""day_of_week"": 6, ""hour"": 19, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 182355.04, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 3.7708, ""daily_txn_freq"": 4.18, ""avg_spend_per_category"": 321.63, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
75,1,1,24,496.09,debit,Food & Dining,Cafe,DOMINOS PIZZA ORDER 19102025 TXN204053,domino's pizza food order,UPI,false,false,0.8938,181858.95,2025-10-19T14:19:00Z,ml_model,csv_import,false,0.1175,false,"Mumbai, MH",,"{""month"": 10, ""day_of_week"": 6, ""hour"": 14, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 181858.95, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 1.3913, ""daily_txn_freq"": 1.55, ""avg_spend_per_category"": 304.33, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
76,1,1,2,381.84,debit,Food & Dining,Restaurant,ZOMATO* ORDER 9876543 03102025 TXN134225,zomato food order,UPI,false,false,0.8432,181477.11,2025-10-03T09:00:00Z,ml_model,csv_import,false,0.115,false,"Navi Mumbai, MH",,"{""month"": 10, ""day_of_week"": 4, ""hour"": 9, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 181477.11, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 0.3032, ""daily_txn_freq"": 1.25, ""avg_spend_per_category"": 312.68, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
77,1,1,24,475.16,debit,Food & Dining,Online Food Order,DOMINOS PIZZA ORDER 09102025 TXN545790,domino's pizza food order,UPI,false,false,0.8817,181001.95,2025-10-09T21:50:00Z,rule_based,csv_import,false,0.1486,false,"Thane, MH",,"{""month"": 10, ""day_of_week"": 3, ""hour"": 21, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 181001.95, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 1.192, ""daily_txn_freq"": 3.89, ""avg_spend_per_category"": 290.0, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
78,1,1,24,581.8,debit,Food & Dining,Restaurant,DOMINOS PIZZA ORDER 06102025 TXN560485,domino's pizza food order,UPI,false,false,0.8703,180420.15,2025-10-06T21:19:00Z,ml_model,csv_import,false,0.1111,false,"Navi Mumbai, MH",,"{""month"": 10, ""day_of_week"": 0, ""hour"": 21, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 180420.15, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 2.2076, ""daily_txn_freq"": 4.3, ""avg_spend_per_category"": 350.07, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
79,1,1,24,106.71,debit,Food & Dining,Restaurant,DOMINOS PIZZA ORDER 16102025 TXN733039,domino's pizza food order,Card,false,false,0.8039,180313.44,2025-10-16T14:05:00Z,rule_based,csv_import,false,0.0891,false,"Mumbai, MH",,"{""month"": 10, ""day_of_week"": 3, ""hour"": 14, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 180313.44, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -2.317, ""daily_txn_freq"": 4.5, ""avg_spend_per_category"": 374.12, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
80,1,1,1,395.24,debit,Food & Dining,Restaurant,SWIGGY ORDER* 1234567 09102025 TXN290305,swiggy food order,Card,false,false,0.8952,179918.2,2025-10-09T19:02:00Z,tfidf_classifier,csv_import,false,0.1242,false,"Mumbai, MH",,"{""month"": 10, ""day_of_week"": 3, ""hour"": 19, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 179918.2, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 0.4309, ""daily_txn_freq"": 2.65, ""avg_spend_per_category"": 337.17, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
81,1,1,1,300.97,debit,Food & Dining,Restaurant,SWIGGY ORDER* 1234567 11102025 TXN794769,swiggy food order,Card,false,false,0.922,179617.23,2025-10-11T20:06:00Z,sentence_transformer,csv_import,false,0.131,false,"Navi Mumbai, MH",,"{""month"": 10, ""day_of_week"": 5, ""hour"": 20, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 179617.23, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.467, ""daily_txn_freq"": 1.31, ""avg_spend_per_category"": 315.34, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
82,1,1,24,632.7,debit,Food & Dining,Restaurant,DOMINOS PIZZA ORDER 04102025 TXN533321,domino's pizza food order,UPI,false,false,0.8281,178984.53,2025-10-04T21:25:00Z,ml_model,csv_import,true,0.85,false,"Navi Mumbai, MH",,"{""month"": 10, ""day_of_week"": 5, ""hour"": 21, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 178984.53, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 2.6924, ""daily_txn_freq"": 3.19, ""avg_spend_per_category"": 386.4, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
83,1,1,4,1426.73,debit,Groceries,Dairy,BLINKIT APP INSTANT DELIVER 09102025 TXN608257,blinkit grocery purchase,UPI,false,false,0.824,177557.8,2025-10-09T18:08:00Z,rule_based,csv_import,false,0.091,false,"Thane, MH",,"{""month"": 10, ""day_of_week"": 3, ""hour"": 18, ""rolling_avg_spend"": 1200.0, ""category_volatility"": 0.21, ""balance_after_txn"": 177557.8, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 0.6298, ""daily_txn_freq"": 2.93, ""avg_spend_per_category"": 1225.08, ""spend_std_dev"": 336.0, ""expense_volatility"": 21.0, ""is_odd_hour"": 0}"
