txn_id,user_id,raw_description,cleaned_description,merchant_name,amount,txn_type,payment_mode,category,subcategory,confidence_score,txn_timestamp,month,day_of_week,hour,is_recurring,avg_spend_per_category,spend_std_dev,monthly_surplus,expense_volatility,balance_after_txn,user_corrected_label
626,2,Airtel Xstream 8837,airtel xstream 8837,Airtel,918.96,debit,IMPS,Utilities,Broadband,0.9378,2025-10-26 10:54:00,10,6,10,1,630.15,224.94,-21018.04,21848.12,-117586.07,Utilities
1698,2,SWIGGY ORDER* 8927,swiggy order 8927,Swiggy,348.08,transfer,UPI,Food & Dining,Food Delivery,0.7109,2025-10-26 22:42:00,10,6,22,0,,,-21018.04,21848.12,-117934.15,Transport
754,2,PETROL PUMP HPCL 5562,petrol pump hpcl 5562,HPCL,679.61,debit,IMPS,Transport,Fuel,0.7638,2025-10-31 16:00:00,10,4,16,0,815.28,941.23,-21018.04,21848.12,-118613.76,Transport
455,2,RELIANCE FRESH* 8245,reliance fresh 8245,Reliance Fresh,1078.72,debit,Wallet,Groceries,Supermarket,0.7508,2025-11-02 06:49:00,11,6,6,0,1205.88,920.81,-10401.79,21848.12,-119692.48,Utilities
1170,2,BigBasket 6796,bigbasket 6796,BigBasket,2610.43,debit,Wallet,Groceries,Online Grocery,0.7437,2025-11-10 18:54:00,11,0,18,0,1205.88,920.81,-10401.79,21848.12,-122302.91,Groceries
431,2,FLIPKART INTERNET 3742,flipkart internet 3742,Flipkart,1801.29,debit,Credit Card,Shopping,E-commerce,0.8899,2025-11-13 12:07:00,11,3,12,0,3000.49,1642.28,-10401.79,21848.12,-124104.2,Shopping
1836,2,APOLLO PHARMACY 8725,apollo pharmacy 8725,Apollo Pharmacy,711.39,debit,Debit Card,Healthcare,Medicines,0.9515,2025-11-26 07:42:00,11,2,7,0,726.67,422.78,-10401.79,21848.12,-124815.59,Transport
641,2,AMAZON PAY* 6300,amazon pay 6300,Amazon,5516.42,debit,NEFT,Shopping,E-commerce,0.8771,2025-11-28 09:25:00,11,4,9,0,3000.49,1642.28,-10401.79,21848.12,-130332.01,Groceries
1268,2,BANK INTEREST 4847,bank interest 4847,Bank,1316.46,credit,Cash,Income,Interest,0.7524,2025-11-29 06:56:00,11,5,6,0,,,-10401.79,21848.12,-129015.55,Transport
701,2,PETROL PUMP HPCL 1153,petrol pump hpcl 1153,HPCL,1341.54,transfer,Cash,Transport,Fuel,0.8111,2025-12-14 06:07:00,12,6,6,0,,,200131.91,21848.12,-130357.09,Transport
1981,2,UNACADEMY* 6040,unacademy 6040,Unacademy,1978.65,debit,Debit Card,Education,Online Learning,0.7861,2025-12-15 11:02:00,12,0,11,1,2608.17,1352.42,200131.91,21848.12,-132335.74,Education
501,2,BANK INTEREST 8625,bank interest 8625,Bank,1473.06,credit,Cash,Income,Interest,0.7931,2025-12-16 20:06:00,12,1,20,0,,,200131.91,21848.12,-130862.68,Income
1528,2,SALARY CREDIT 2886,salary credit 2886,Employer,110541.13,credit,Cash,Income,Salary,0.9258,2025-12-18 20:26:00,12,3,20,0,,,200131.91,21848.12,-20321.55,Income
2190,2,OLA CABS* 2601,ola cabs 2601,Ola,95.35,debit,Cash,Transport,Cab,0.7348,2025-12-19 08:50:00,12,4,8,0,815.28,941.23,200131.91,21848.12,-20416.9,Transport
449,2,SPOTIFY INDIA 7251,spotify india 7251,Spotify,107.85,debit,Wallet,Entertainment,Music Streaming,0.7112,2025-12-20 09:38:00,12,5,9,1,363.36,407.76,200131.91,21848.12,-20524.75,Utilities
1707,2,SALARY CREDIT 6313,salary credit 6313,Employer,91457.17,credit,Wallet,Income,Salary,0.9338,2025-12-25 14:34:00,12,3,14,0,,,200131.91,21848.12,70932.42,Income
124,2,ZERODHA* 7347,zerodha 7347,Zerodha,1157.6,debit,Debit Card,Investments,Stock Trading,0.8092,2025-12-25 20:28:00,12,3,20,0,14245.29,13093.79,200131.91,21848.12,69774.82,Investments
1668,3,Airtel Xstream 4746,airtel xstream 4746,Airtel,680.04,debit,Credit Card,Utilities,Broadband,0.8845,2024-01-02 07:11:00,1,1,7,1,629.8,286.45,-8229.08,18070.35,-680.04,Utilities
1395,3,SWIGGY ORDER* 7960,swiggy order 7960,Swiggy,532.55,debit,Debit Card,Food & Dining,Food Delivery,0.7325,2024-01-02 21:12:00,1,1,21,0,420.57,201.22,-8229.08,18070.35,-1212.59,Food & Dining
2157,3,OLA CABS* 5004,ola cabs 5004,Ola,401.79,debit,IMPS,Transport,Cab,0.9466,2024-01-03 10:55:00,1,2,10,0,848.52,777.07,-8229.08,18070.35,-1614.38,Transport
917,3,BigBasket 2229,bigbasket 2229,BigBasket,2520.97,debit,UPI,Groceries,Online Grocery,0.7332,2024-01-06 07:16:00,1,5,7,0,1330.62,961.45,-8229.08,18070.35,-4135.35,Groceries
1608,3,Jio Recharge 7323,jio recharge 7323,Jio,833.36,debit,Debit Card,Utilities,Mobile Recharge,0.7352,2024-01-16 11:14:00,1,1,11,1,629.8,286.45,-8229.08,18070.35,-4968.71,Food & Dining
212,3,BANK INTEREST 7525,bank interest 7525,Bank,1636.43,credit,Debit Card,Income,Interest,0.9257,2024-01-17 12:37:00,1,2,12,0,,,-8229.08,18070.35,-3332.28,Income
169,3,UNACADEMY* 7723,unacademy 7723,Unacademy,636.08,debit,IMPS,Education,Online Learning,0.7454,2024-01-20 20:20:00,1,5,20,1,2370.13,913.23,-8229.08,18070.35,-3968.36,Education
1688,3,BigBasket 6019,bigbasket 6019,BigBasket,830.32,debit,UPI,Groceries,Online Grocery,0.8718,2024-01-23 23:44:00,1,1,23,0,1330.62,961.45,-8229.08,18070.35,-4798.68,Groceries
1428,3,UBER INDIA 5761,uber india 5761,Uber,580.11,debit,IMPS,Transport,Cab,0.7923,2024-01-24 08:30:00,1,2,8,0,848.52,777.07,-8229.08,18070.35,-5378.79,Shopping
1722,3,GROFERS/BLINKIT 8472,grofers blinkit 8472,Blinkit,664.28,debit,IMPS,Groceries,Quick Commerce,0.7817,2024-01-25 17:31:00,1,3,17,0,1330.62,961.45,-8229.08,18070.35,-6043.07,Food & Dining
468,3,HOTSTAR PREMIUM 1427,hotstar premium 1427,Hotstar,466.54,debit,Credit Card,Entertainment,Streaming,0.8789,2024-01-27 14:38:00,1,5,14,1,618.26,441.82,-8229.08,18070.35,-6509.61,Entertainment
1557,3,GROFERS/BLINKIT 9404,grofers blinkit 9404,Blinkit,278.53,debit,Net Banking,Groceries,Quick Commerce,0.7706,2024-01-29 14:06:00,1,0,14,0,1330.62,961.45,-8229.08,18070.35,-6788.14,Groceries
1852,3,HOTSTAR PREMIUM 7666,hotstar premium 7666,Hotstar,1440.94,debit,Debit Card,Entertainment,Streaming,0.9233,2024-01-29 23:30:00,1,0,23,1,618.26,441.82,-8229.08,18070.35,-8229.08,Entertainment
1882,3,FREELANCE PAYMENT 3227,freelance payment 3227,Freelance,32333.95,credit,Net Banking,Income,Freelance,0.8491,2024-02-04 22:22:00,2,6,22,0,,,-17473.97,18070.35,24104.87,Income
279,3,PETROL PUMP HPCL 8848,petrol pump hpcl 8848,HPCL,919.55,debit,Wallet,Transport,Fuel,0.8497,2024-02-05 13:41:00,2,0,13,0,848.52,777.07,-17473.97,18070.35,23185.32,Transport
1136,3,ZERODHA* 7089,zerodha 7089,Zerodha,36825.97,debit,Credit Card,Investments,Stock Trading,0.9599,2024-02-09 07:38:00,2,4,7,0,20518.47,16874.6,-17473.97,18070.35,-13640.65,Investments
1972,3,BigBasket 4598,bigbasket 4598,BigBasket,1103.63,debit,Credit Card,Groceries,Online Grocery,0.7585,2024-02-10 06:45:00,2,5,6,0,1330.62,961.45,-17473.97,18070.35,-14744.28,Groceries
1220,3,BANK INTEREST 1326,bank interest 1326,Bank,878.83,credit,IMPS,Income,Interest,0.8418,2024-02-10 10:56:00,2,5,10,0,,,-17473.97,18070.35,-13865.45,Income
1386,3,D-MART AVENUE 2845,d mart avenue 2845,DMart,4156.22,debit,IMPS,Groceries,Supermarket,0.7399,2024-02-17 08:43:00,2,5,8,0,1330.62,961.45,-17473.97,18070.35,-18021.67,Groceries
1797,3,BANK INTEREST 7607,bank interest 7607,Bank,1973.88,credit,UPI,Income,Interest,0.9039,2024-02-18 06:13:00,2,6,6,0,,,-17473.97,18070.35,-16047.79,Income
1422,3,Jio Recharge 9671,jio recharge 9671,Jio,429.65,debit,IMPS,Utilities,Mobile Recharge,0.7758,2024-02-18 09:55:00,2,6,9,1,629.8,286.45,-17473.97,18070.35,-16477.44,Shopping
567,3,BYJU'S SUBSCRIPTION 3634,byju's subscription 3634,Byjus,3273.95,debit,Wallet,Education,Online Learning,0.8368,2024-02-18 10:22:00,2,6,10,0,2370.13,913.23,-17473.97,18070.35,-19751.39,Education
793,3,UNACADEMY* 3608,unacademy 3608,Unacademy,2701.97,debit,Cash,Education,Online Learning,0.9182,2024-02-23 11:54:00,2,4,11,1,2370.13,913.23,-17473.97,18070.35,-22453.36,Education
1591,3,MAKEMYTRIP 8843,makemytrip 8843,MakeMyTrip,2966.03,debit,Wallet,Travel,Flight/Hotel,0.7686,2024-02-24 12:33:00,2,5,12,0,6779.79,7531.08,-17473.97,18070.35,-25419.39,Travel
1965,3,OLA CABS* 9871,ola cabs 9871,Ola,283.66,debit,NEFT,Transport,Cab,0.9206,2024-02-28 22:21:00,2,2,22,0,848.52,777.07,-17473.97,18070.35,-25703.05,Transport
1645,3,HDFC BANK EMI 1831,hdfc bank emi 1831,HDFC EMI,20928.75,debit,IMPS,Finance,Loan EMI,0.9279,2024-03-01 06:10:00,3,4,6,1,9588.7,7786.17,-35035.9,18070.35,-46631.8,Finance
839,3,IRCTC E-TICKET 9412,irctc e ticket 9412,IRCTC,2822.74,debit,IMPS,Travel,Train Tickets,0.8485,2024-03-03 12:47:00,3,6,12,0,6779.79,7531.08,-35035.9,18070.35,-49454.54,Travel
537,3,ZOMATO* 8361,zomato 8361,Zomato,489.69,debit,Wallet,Food & Dining,Food Delivery,0.8499,2024-03-05 23:41:00,3,1,23,0,420.57,201.22,-35035.9,18070.35,-49944.23,Food & Dining
723,3,ZERODHA* 7196,zerodha 7196,Zerodha,53589.02,transfer,Debit Card,Investments,Stock Trading,0.9385,2024-03-07 09:09:00,3,3,9,0,,,-35035.9,18070.35,-103533.25,Investments
1950,3,SWIGGY ORDER* 6636,swiggy order 6636,Swiggy,251.97,transfer,NEFT,Food & Dining,Food Delivery,0.9718,2024-03-09 07:09:00,3,5,7,0,,,-35035.9,18070.35,-103785.22,Food & Dining
1989,3,RELIANCE FRESH* 7107,reliance fresh 7107,Reliance Fresh,1721.07,debit,Wallet,Groceries,Supermarket,0.9647,2024-03-09 17:42:00,3,5,17,0,1330.62,961.45,-35035.9,18070.35,-105506.29,Groceries
720,3,UNACADEMY* 6896,unacademy 6896,Unacademy,1275.74,refund,Net Banking,Education,Online Learning,0.7427,2024-03-16 17:01:00,3,5,17,1,,,-35035.9,18070.35,-106782.03,Education
1229,3,PETROL PUMP HPCL 2153,petrol pump hpcl 2153,HPCL,1934.15,debit,UPI,Transport,Fuel,0.921,2024-03-18 06:46:00,3,0,6,0,848.52,777.07,-35035.9,18070.35,-108716.18,Transport
931,3,SWIGGY ORDER* 1016,swiggy order 1016,Swiggy,484.72,debit,UPI,Food & Dining,Food Delivery,0.8782,2024-03-19 11:43:00,3,1,11,0,420.57,201.22,-35035.9,18070.35,-109200.9,Food & Dining
600,3,UBER INDIA 9157,uber india 9157,Uber,112.41,debit,Cash,Transport,Cab,0.9378,2024-03-19 22:49:00,3,1,22,0,848.52,777.07,-35035.9,18070.35,-109313.31,Transport
992,3,APOLLO PHARMACY 9646,apollo pharmacy 9646,Apollo Pharmacy,1309.09,debit,IMPS,Healthcare,Medicines,0.8617,2024-03-20 13:36:00,3,2,13,0,961.32,513.85,-35035.9,18070.35,-110622.4,Healthcare
1406,3,RELIANCE FRESH* 4756,reliance fresh 4756,Reliance Fresh,1061.47,debit,Net Banking,Groceries,Supermarket,0.7461,2024-03-27 11:13:00,3,2,11,0,1330.62,961.45,-35035.9,18070.35,-111683.87,Groceries
627,3,FLIPKART INTERNET 4677,flipkart internet 4677,Flipkart,3486.4,debit,Debit Card,Shopping,E-commerce,0.818,2024-03-27 19:23:00,3,2,19,0,3594.26,2049.35,-35035.9,18070.35,-115170.27,Shopping
983,3,BANK INTEREST 5493,bank interest 5493,Bank,153.01,credit,Wallet,Income,Interest,0.8013,2024-03-28 13:49:00,3,3,13,0,,,-35035.9,18070.35,-115017.26,Income
1944,3,HOTSTAR PREMIUM 1782,hotstar premium 1782,Hotstar,838.42,debit,Net Banking,Entertainment,Streaming,0.9467,2024-03-30 11:57:00,3,5,11,1,618.26,441.82,-35035.9,18070.35,-115855.68,Entertainment
1183,3,GROFERS/BLINKIT 2336,grofers blinkit 2336,Blinkit,342.91,debit,IMPS,Groceries,Quick Commerce,0.7602,2024-04-02 11:16:00,4,1,11,0,1330.62,961.45,-39083.54,18070.35,-116198.59,Groceries
1464,3,IRCTC E-TICKET 3637,irctc e ticket 3637,IRCTC,173.4,debit,Cash,Travel,Train Tickets,0.9768,2024-04-04 21:46:00,4,3,21,0,6779.79,7531.08,-39083.54,18070.35,-116371.99,Travel
797,3,APOLLO PHARMACY 9444,apollo pharmacy 9444,Apollo Pharmacy,1029.57,transfer,Debit Card,Healthcare,Medicines,0.9835,2024-04-08 17:30:00,4,0,17,0,,,-39083.54,18070.35,-117401.56,Healthcare
1084,3,APOLLO PHARMACY 3926,apollo pharmacy 3926,Apollo Pharmacy,1795.44,debit,Credit Card,Healthcare,Medicines,0.9976,2024-04-09 18:13:00,4,1,18,0,961.32,513.85,-39083.54,18070.35,-119197.0,Healthcare
540,3,MAKEMYTRIP 2870,makemytrip 2870,MakeMyTrip,9560.39,debit,Debit Card,Travel,Flight/Hotel,0.7779,2024-04-09 20:39:00,4,1,20,0,6779.79,7531.08,-39083.54,18070.35,-128757.39,Travel
3,3,D-MART AVENUE 5333,d mart avenue 5333,DMart,1396.05,debit,Net Banking,Groceries,Supermarket,0.8077,2024-04-14 08:24:00,4,6,8,0,1330.62,961.45,-39083.54,18070.35,-130153.44,Food & Dining
293,3,HDFC BANK EMI 2228,hdfc bank emi 2228,HDFC EMI,21172.0,debit,Debit Card,Finance,Loan EMI,0.9664,2024-04-17 08:21:00,4,2,8,1,9588.7,7786.17,-39083.54,18070.35,-151325.44,Shopping
1935,3,ZOMATO* 9029,zomato 9029,Zomato,149.5,debit,Cash,Food & Dining,Food Delivery,0.949,2024-04-18 08:53:00,4,3,8,0,420.57,201.22,-39083.54,18070.35,-151474.94,Food & Dining
1781,3,APOLLO PHARMACY 3569,apollo pharmacy 3569,Apollo Pharmacy,337.85,debit,Credit Card,Healthcare,Medicines,0.7465,2024-04-21 06:04:00,4,6,6,0,961.32,513.85,-39083.54,18070.35,-151812.79,Transport
109,3,RELIANCE FRESH* 1430,reliance fresh 1430,Reliance Fresh,2062.48,debit,Credit Card,Groceries,Supermarket,0.9422,2024-04-27 14:36:00,4,5,14,0,1330.62,961.45,-39083.54,18070.35,-153875.27,Groceries
1374,3,UNACADEMY* 6582,unacademy 6582,Unacademy,2093.52,debit,Cash,Education,Online Learning,0.8661,2024-04-29 10:30:00,4,0,10,1,2370.13,913.23,-39083.54,18070.35,-155968.79,Education
154,3,PRACTO CONSULT 4694,practo consult 4694,Practo,1128.09,debit,Wallet,Healthcare,Consultation,0.7494,2024-05-07 22:09:00,5,1,22,0,961.32,513.85,13450.34,18070.35,-157096.88,Food & Dining
2108,3,NETFLIX INDIA 5529,netflix india 5529,Netflix,398.4,debit,IMPS,Entertainment,Streaming,0.9089,2024-05-12 16:50:00,5,6,16,1,618.26,441.82,13450.34,18070.35,-157495.28,Entertainment
1326,3,Airtel Xstream 5027,airtel xstream 5027,Airtel,400.45,debit,NEFT,Utilities,Broadband,0.8722,2024-05-15 13:55:00,5,2,13,1,629.8,286.45,13450.34,18070.35,-157895.73,Utilities
543,3,D-MART AVENUE 1104,d mart avenue 1104,DMart,920.28,debit,IMPS,Groceries,Supermarket,0.6656,2024-05-16 09:50:00,5,3,9,0,1330.62,961.45,13450.34,18070.35,-158816.01,Utilities
842,3,FREELANCE PAYMENT 4440,freelance payment 4440,Freelance,33156.95,credit,UPI,Income,Freelance,0.8927,2024-05-16 14:55:00,5,3,14,0,,,13450.34,18070.35,-125659.06,Income
512,3,UBER INDIA 8155,uber india 8155,Uber,407.2,refund,UPI,Transport,Cab,0.7432,2024-05-17 06:04:00,5,4,6,0,,,13450.34,18070.35,-126066.26,Transport
1881,3,D-MART AVENUE 1018,d mart avenue 1018,DMart,3627.99,debit,Cash,Groceries,Supermarket,0.8789,2024-05-21 13:32:00,5,1,13,0,1330.62,961.45,13450.34,18070.35,-129694.25,Groceries
2093,3,NETFLIX INDIA 6838,netflix india 6838,Netflix,213.32,debit,IMPS,Entertainment,Streaming,0.6424,2024-05-24 19:05:00,5,4,19,1,618.26,441.82,13450.34,18070.35,-129907.57,Transport
1142,3,AMAZON PAY* 5625,amazon pay 5625,Amazon,6879.4,debit,Net Banking,Shopping,E-commerce,0.923,2024-05-26 13:42:00,5,6,13,0,3594.26,2049.35,13450.34,18070.35,-136786.97,Shopping
2071,3,SWIGGY ORDER* 7633,swiggy order 7633,Swiggy,392.58,debit,Debit Card,Food & Dining,Food Delivery,0.7631,2024-05-27 21:13:00,5,0,21,0,420.57,201.22,13450.34,18070.35,-137179.55,Shopping
466,3,PRACTO CONSULT 2939,practo consult 2939,Practo,1121.82,refund,Net Banking,Healthcare,Consultation,0.8672,2024-05-28 11:20:00,5,1,11,0,,,13450.34,18070.35,-138301.37,Healthcare
770,3,FLIPKART INTERNET 7297,flipkart internet 7297,Flipkart,5746.1,debit,Debit Card,Shopping,E-commerce,0.7037,2024-05-30 14:15:00,5,3,14,0,3594.26,2049.35,13450.34,18070.35,-144047.47,Shopping
1671,3,ZOMATO* 6884,zomato 6884,Zomato,677.8,debit,Debit Card,Food & Dining,Food Delivery,0.7392,2024-06-01 13:54:00,6,5,13,0,420.57,201.22,-2382.27,18070.35,-144725.27,Food & Dining
1786,3,SPOTIFY INDIA 9746,spotify india 9746,Spotify,198.81,debit,NEFT,Entertainment,Music Streaming,0.9088,2024-06-03 18:24:00,6,0,18,1,618.26,441.82,-2382.27,18070.35,-144924.08,Entertainment
825,3,DUNZO DELIVERY 4251,dunzo delivery 4251,Dunzo,90.46,debit,IMPS,Groceries,Quick Commerce,0.7017,2024-06-14 10:22:00,6,4,10,0,1330.62,961.45,-2382.27,18070.35,-145014.54,Groceries
1325,3,Jio Recharge 7452,jio recharge 7452,Jio,356.6,debit,UPI,Utilities,Mobile Recharge,0.8503,2024-06-24 14:32:00,6,0,14,1,629.8,286.45,-2382.27,18070.35,-145371.14,Utilities
1087,3,APOLLO PHARMACY 1475,apollo pharmacy 1475,Apollo Pharmacy,1058.6,debit,IMPS,Healthcare,Medicines,0.9923,2024-06-25 09:24:00,6,1,9,0,961.32,513.85,-2382.27,18070.35,-146429.74,Healthcare
1815,3,SBI MUTUAL FUND SIP 6009,sbi mutual fund sip 6009,SBI MF,2232.12,debit,Net Banking,Investments,Mutual Fund,0.794,2024-07-07 16:43:00,7,6,16,1,20518.47,16874.6,-11606.99,18070.35,-148661.86,Investments
987,3,Jio Recharge 1996,jio recharge 1996,Jio,730.12,debit,Cash,Utilities,Mobile Recharge,0.7439,2024-07-07 22:55:00,7,6,22,1,629.8,286.45,-11606.99,18070.35,-149391.98,Utilities
1427,3,PETROL PUMP HPCL 9904,petrol pump hpcl 9904,HPCL,1370.01,transfer,Credit Card,Transport,Fuel,0.9163,2024-07-10 18:50:00,7,2,18,0,,,-11606.99,18070.35,-150761.99,Food & Dining
1521,3,BYJU'S SUBSCRIPTION 8628,byju's subscription 8628,Byjus,3906.82,debit,UPI,Education,Online Learning,0.7796,2024-07-11 11:02:00,7,3,11,0,2370.13,913.23,-11606.99,18070.35,-154668.81,Education
1776,3,DUNZO DELIVERY 3940,dunzo delivery 3940,Dunzo,343.63,debit,NEFT,Groceries,Quick Commerce,0.8895,2024-07-12 09:00:00,7,4,9,0,1330.62,961.45,-11606.99,18070.35,-155012.44,Groceries
753,3,ZOMATO* 4502,zomato 4502,Zomato,109.76,debit,IMPS,Food & Dining,Food Delivery,0.9817,2024-07-13 12:59:00,7,5,12,0,420.57,201.22,-11606.99,18070.35,-155122.2,Groceries
962,3,PRACTO CONSULT 4334,practo consult 4334,Practo,1004.11,debit,UPI,Healthcare,Consultation,0.8887,2024-07-15 08:37:00,7,0,8,0,961.32,513.85,-11606.99,18070.35,-156126.31,Groceries
1188,3,FREELANCE PAYMENT 9978,freelance payment 9978,Freelance,6388.93,credit,NEFT,Income,Freelance,0.9813,2024-07-16 10:39:00,7,1,10,0,,,-11606.99,18070.35,-149737.38,Income
1672,3,D-MART AVENUE 1770,d mart avenue 1770,DMart,1490.36,debit,Debit Card,Groceries,Supermarket,0.851,2024-07-17 07:57:00,7,2,7,0,1330.62,961.45,-11606.99,18070.35,-151227.74,Groceries
1533,3,Jio Recharge 1020,jio recharge 1020,Jio,573.5,debit,IMPS,Utilities,Mobile Recharge,0.7523,2024-07-17 17:22:00,7,2,17,1,629.8,286.45,-11606.99,18070.35,-151801.24,Utilities
1699,3,SPOTIFY INDIA 3022,spotify india 3022,Spotify,95.13,debit,UPI,Entertainment,Music Streaming,0.8813,2024-07-18 09:27:00,7,3,9,1,618.26,441.82,-11606.99,18070.35,-151896.37,Entertainment
868,3,ZOMATO* 6496,zomato 6496,Zomato,451.49,debit,Net Banking,Food & Dining,Food Delivery,0.7233,2024-07-18 14:06:00,7,3,14,0,420.57,201.22,-11606.99,18070.35,-152347.86,Food & Dining
309,3,HOTSTAR PREMIUM 4262,hotstar premium 4262,Hotstar,1392.82,debit,UPI,Entertainment,Streaming,0.8369,2024-07-24 07:15:00,7,2,7,1,618.26,441.82,-11606.99,18070.35,-153740.68,Groceries
1152,3,DUNZO DELIVERY 7901,dunzo delivery 7901,Dunzo,459.6,transfer,IMPS,Groceries,Quick Commerce,0.7889,2024-07-26 14:03:00,7,4,14,0,,,-11606.99,18070.35,-154200.28,Groceries
2078,3,SBI MUTUAL FUND SIP 5894,sbi mutual fund sip 5894,SBI MF,4956.51,debit,UPI,Investments,Mutual Fund,0.9865,2024-07-27 08:26:00,7,5,8,1,20518.47,16874.6,-11606.99,18070.35,-159156.79,Investments
273,3,GROFERS/BLINKIT 3582,grofers blinkit 3582,Blinkit,709.55,debit,Cash,Groceries,Quick Commerce,0.7795,2024-07-31 20:19:00,7,2,20,0,1330.62,961.45,-11606.99,18070.35,-159866.34,Shopping
1231,3,BigBasket 4156,bigbasket 4156,BigBasket,262.08,debit,Net Banking,Groceries,Online Grocery,0.8161,2024-08-03 07:45:00,8,5,7,0,1330.62,961.45,-61174.55,18070.35,-160128.42,Groceries
1095,3,PETROL PUMP HPCL 9053,petrol pump hpcl 9053,HPCL,1539.84,debit,NEFT,Transport,Fuel,0.8057,2024-08-03 14:06:00,8,5,14,0,848.52,777.07,-61174.55,18070.35,-161668.26,Transport
1444,3,RELIANCE FRESH* 1852,reliance fresh 1852,Reliance Fresh,927.03,debit,Credit Card,Groceries,Supermarket,0.7762,2024-08-05 09:11:00,8,0,9,0,1330.62,961.45,-61174.55,18070.35,-162595.29,Groceries
2164,3,ZERODHA* 5641,zerodha 5641,Zerodha,46788.23,debit,Wallet,Investments,Stock Trading,0.8007,2024-08-07 11:15:00,8,2,11,0,20518.47,16874.6,-61174.55,18070.35,-209383.52,Food & Dining
683,3,BYJU'S SUBSCRIPTION 2106,byju's subscription 2106,Byjus,1524.79,debit,Cash,Education,Online Learning,0.7006,2024-08-08 11:52:00,8,3,11,0,2370.13,913.23,-61174.55,18070.35,-210908.31,Shopping
1085,3,HOTSTAR PREMIUM 2730,hotstar premium 2730,Hotstar,1130.36,debit,Wallet,Entertainment,Streaming,0.7958,2024-08-10 19:57:00,8,5,19,1,618.26,441.82,-61174.55,18070.35,-212038.67,Entertainment
1732,3,IRCTC E-TICKET 1130,irctc e ticket 1130,IRCTC,2030.91,debit,Wallet,Travel,Train Tickets,0.7299,2024-08-11 23:41:00,8,6,23,0,6779.79,7531.08,-61174.55,18070.35,-214069.58,Food & Dining
151,3,D-MART AVENUE 6912,d mart avenue 6912,DMart,2971.26,debit,Debit Card,Groceries,Supermarket,0.771,2024-08-17 09:12:00,8,5,9,0,1330.62,961.45,-61174.55,18070.35,-217040.84,Groceries
448,3,FLIPKART INTERNET 4562,flipkart internet 4562,Flipkart,4000.05,debit,Wallet,Shopping,E-commerce,0.7276,2024-08-26 14:51:00,8,0,14,0,3594.26,2049.35,-61174.55,18070.35,-221040.89,Shopping
1628,3,Airtel Xstream 9884,airtel xstream 9884,Airtel,883.95,debit,IMPS,Utilities,Broadband,0.7217,2024-09-03 08:08:00,9,1,8,1,629.8,286.45,215741.23,18070.35,-221924.84,Utilities
935,3,PRACTO CONSULT 7189,practo consult 7189,Practo,896.31,debit,Credit Card,Healthcare,Consultation,0.9233,2024-09-07 19:23:00,9,5,19,0,961.32,513.85,215741.23,18070.35,-222821.15,Healthcare
1051,3,BYJU'S SUBSCRIPTION 6087,byju's subscription 6087,Byjus,3154.83,debit,Credit Card,Education,Online Learning,0.9242,2024-09-09 15:53:00,9,0,15,0,2370.13,913.23,215741.23,18070.35,-225975.98,Education
2171,3,HOTSTAR PREMIUM 7361,hotstar premium 7361,Hotstar,1166.27,debit,Credit Card,Entertainment,Streaming,0.9632,2024-09-12 10:18:00,9,3,10,1,618.26,441.82,215741.23,18070.35,-227142.25,Groceries
249,3,SALARY CREDIT 4836,salary credit 4836,Employer,140611.75,credit,Debit Card,Income,Salary,0.7155,2024-09-13 08:23:00,9,4,8,0,,,215741.23,18070.35,-86530.5,Income
311,3,SALARY CREDIT 4511,salary credit 4511,Employer,81722.11,credit,UPI,Income,Salary,0.816,2024-09-21 08:18:00,9,5,8,0,,,215741.23,18070.35,-4808.39,Income
1257,3,DUNZO DELIVERY 1859,dunzo delivery 1859,Dunzo,491.27,debit,UPI,Groceries,Quick Commerce,0.8934,2024-09-24 13:15:00,9,1,13,0,1330.62,961.45,215741.23,18070.35,-5299.66,Groceries
262,3,PETROL PUMP HPCL 9582,petrol pump hpcl 9582,HPCL,2586.55,debit,UPI,Transport,Fuel,0.8005,2024-10-02 09:49:00,10,2,9,0,848.52,777.07,100422.17,18070.35,-7886.21,Transport
696,3,SWIGGY ORDER* 4485,swiggy order 4485,Swiggy,734.87,debit,IMPS,Food & Dining,Food Delivery,0.9998,2024-10-06 14:53:00,10,6,14,0,420.57,201.22,100422.17,18070.35,-8621.08,Food & Dining
1074,3,SPOTIFY INDIA 9577,spotify india 9577,Spotify,116.55,debit,Credit Card,Entertainment,Music Streaming,0.9756,2024-10-08 17:29:00,10,1,17,1,618.26,441.82,100422.17,18070.35,-8737.63,Entertainment
2004,3,FLIPKART INTERNET 2234,flipkart internet 2234,Flipkart,5588.01,debit,UPI,Shopping,E-commerce,0.9092,2024-10-11 13:51:00,10,4,13,0,3594.26,2049.35,100422.17,18070.35,-14325.64,Groceries
590,3,RELIANCE FRESH* 4962,reliance fresh 4962,Reliance Fresh,434.97,debit,Debit Card,Groceries,Supermarket,0.9565,2024-10-11 17:22:00,10,4,17,0,1330.62,961.45,100422.17,18070.35,-14760.61,Groceries
1669,3,RELIANCE FRESH* 2797,reliance fresh 2797,Reliance Fresh,414.97,transfer,Debit Card,Groceries,Supermarket,0.9774,2024-10-12 12:46:00,10,5,12,0,,,100422.17,18070.35,-15175.58,Groceries
